pairs,Ks
ONI18700-ONI12073,4.4534
ONI18700-ONH92574,4.4095
ONI18700-ONI01448,4.5024
ONI18700-ONI25472,2.8317
ONI18700-ONI20524,4.5067
ONI18700-ONH98763,2.3267
ONI18700-ONH89632,2.6327
ONI18700-ONI35771,4.2933
ONI18700-ONI16883,3.0072
ONI18700-ONI03115,4.5114
ONI18700-ONI01193,4.5118
ONI18700-ONH98211,2.3102
ONI18700-ONH96339,1.8756
ONI18700-ONH97837,4.5218
ONI18700-ONH96891,4.4057
ONI18700-ONI19701,3.3161
ONI18700-ONI19129,4.4962
ONI18700-ONI11923,3.0915
ONI18700-ONH92343,4.5123
ONI18700-ONI14197,4.4988
ONI18700-ONI08253,4.4965
ONI18700-ONH89725,4.5103
ONI18700-ONI22031,4.466
ONI18700-ONH92510,2.7456
ONI18700-ONI17874,4.5248
ONI18700-ONH96390,4.5161
ONI18700-ONI08659,2.9103
ONI18700-ONI07181,1.9216
ONI18700-ONI34876,4.5152
ONI18700-ONI11936,4.5065
ONI18700-ONI08378,4.5124
ONI18700-ONI30925,2.9879
ONI18700-ONI04516,4.5116
ONI18700-ONI17179,4.5144
ONI18700-ONI23179,3.9731
ONI18700-ONI26052,2.0704
ONI18700-ONH96625,4.3211
ONI18700-ONI08665,4.4708
ONI18700-ONH93475,4.5088
ONI18700-ONH96897,4.5
ONI18700-ONI19087,4.4963
ONI18700-ONI32985,4.5144
ONI18700-ONH94185,4.1891
ONI18700-ONI02303,4.4703
ONI18700-ONH91625,4.5199
ONI18700-ONI09527,2.2407
ONI18700-ONI25428,3.5204
ONI18700-ONI09497,4.5261
ONI18700-ONI29838,4.4366
ONI18700-ONI20969,2.4509
ONI18700-ONI21063,4.4912
ONI18700-ONI33045,4.5193
ONI18700-ONI35496,4.5634
ONI18700-ONI26704,4.5052
ONI18700-ONI05188,4.4334
ONI18700-ONI08999,4.4902
ONI18700-ONH94181,3.5473
ONI18700-ONI02240,3.4697
ONI18700-ONI19233,4.4496
ONI18700-ONI00156,4.4292
ONI18700-ONI33936,4.4674
ONI18700-ONI02010,4.5393
ONI18700-ONI18543,4.4097
ONI18700-ONH89832,1.9539
ONI18700-ONI27715,4.5036
ONI18700-ONI16070,1.986
ONI18700-ONI19226,2.0338
ONI18700-ONI24232,4.5047
ONI18700-ONI18885,2.4059
ONI18700-ONI05194,2.3095
ONI18700-ONI22888,2.6986
ONI18700-ONI04225,4.4332
ONI18700-ONI20060,4.5374
ONI18700-ONI29870,4.5222
ONI18700-ONI10744,4.488
ONI18700-ONI26284,4.4781
ONI18700-ONH97838,4.5175
ONI18700-ONI24744,4.5297
ONI18700-ONI18127,4.5303
ONI18700-ONI10516,4.4896
ONI18700-ONH89643,4.4865
ONI18700-ONH96168,3.7568
ONI18700-ONI04721,3.1182
ONI18700-ONI09895,4.5671
ONI18700-ONH89667,4.49
ONI18700-ONI25090,3.0637
ONI18700-ONI30726,4.4541
ONI18700-ONI27137,4.4528
ONI18700-ONI29728,4.5291
ONI18700-ONI35714,4.5224
ONI18700-ONH96536,2.2265
ONI18700-ONI34983,4.4442
ONI18700-ONI22333,2.08
ONI18700-ONH96513,4.5251
ONI18700-ONI30433,4.5247
ONI29058-ONI06014,3.4551
ONI29058-ONI00160,4.4193
ONI29058-ONH99244,4.3971
ONI29058-ONI11309,4.4528
ONI29058-ONI32305,2.7068
ONI29058-ONI09643,4.4501
ONI29058-ONH95363,4.4134
ONI29058-ONI17055,4.4882
ONI29058-ONI17510,2.0075
ONI29058-ONI11044,2.3512
ONI29058-ONH95429,4.7962
ONI29058-ONI30926,2.3879
ONI29058-ONI26865,4.4856
ONI29058-ONI20050,4.4349
ONI29058-ONI04921,1.8222
ONI29058-ONH94307,4.4854
ONI29058-ONI12073,1.9209
ONI29058-ONH92574,2.4508
ONI29058-ONI01448,4.4824
ONI29058-ONI25472,4.4986
ONI29058-ONI20524,4.5053
ONI29058-ONH98763,1.6585
ONI29058-ONH89632,4.5408
ONI29058-ONI35771,4.5147
ONI29058-ONI16883,1.6191
ONI29058-ONI03115,2.4801
ONI29058-ONI01193,4.4954
ONI29058-ONH98211,2.3637
ONI29058-ONH96339,2.3846
ONI29058-ONH97837,4.4883
ONI29058-ONH96891,2.3348
ONI29058-ONI19701,4.516
ONI29058-ONI19129,3.0684
ONI29058-ONI11923,2.8753
ONI29058-ONH92343,2.1537
ONI29058-ONI14197,4.4986
ONI29058-ONI08253,4.3665
ONI29058-ONH89725,2.629
ONI29058-ONI22031,4.4782
ONI29058-ONH92510,4.5479
ONI29058-ONI17874,3.698
ONI29058-ONH96390,4.4985
ONI29058-ONI08659,2.3381
ONI29058-ONI07181,2.2296
ONI29058-ONI34876,4.4883
ONI29058-ONI11936,3.3428
ONI29058-ONI08378,4.5154
ONI29058-ONI30925,4.4865
ONI29058-ONI04516,4.5018
ONI29058-ONI17179,4.5137
ONI29058-ONI23179,2.8527
ONI29058-ONI26052,1.7703
ONI29058-ONH96625,4.4863
ONI29058-ONI08665,4.0555
ONI29058-ONH93475,2.5102
ONI29058-ONH96897,1.8287
ONI29058-ONI19087,4.4836
ONI29058-ONI32985,4.513
ONI29058-ONH94185,2.1023
ONI29058-ONI02303,2.5413
ONI29058-ONH91625,4.5582
ONI29058-ONI09527,2.1576
ONI29058-ONI25428,2.3059
ONI29058-ONI09497,4.5562
ONI29058-ONI29838,3.441
ONI29058-ONI20969,2.0985
ONI29058-ONI21063,1.9894
ONI29058-ONI33045,2.1675
ONI29058-ONI35496,2.0547
ONI29058-ONI26704,2.0362
ONI29058-ONI05188,4.4831
ONI29058-ONI08999,4.5428
ONI29058-ONH94181,4.514
ONI29058-ONI02240,3.2334
ONI29058-ONI19233,4.4831
ONI29058-ONI00156,4.4519
ONI29058-ONI33936,4.4859
ONI29058-ONI02010,2.0528
ONI29058-ONI18543,3.0562
ONI29058-ONH89832,4.4887
ONI29058-ONI27715,2.6437
ONI29058-ONI16070,2.3734
ONI29058-ONI19226,2.5932
ONI29058-ONI24232,4.5169
ONI29058-ONI18885,4.4709
ONI29058-ONI05194,2.5065
ONI29058-ONI22888,4.555
ONI29058-ONI04225,5.2722
ONI29058-ONI20060,3.7157
ONI29058-ONI29870,4.5356
ONI29058-ONI10744,5.5402
ONI29058-ONI26284,3.0891
ONI29058-ONH97838,4.5088
ONI29058-ONI24744,2.1149
ONI29058-ONI18127,2.0007
ONI29058-ONI10516,4.2452
ONI29058-ONH89643,4.4173
ONI29058-ONH96168,4.4504
ONI29058-ONI04721,2.0751
ONI29058-ONI09895,1.9984
ONI29058-ONH89667,4.4773
ONI29058-ONI25090,4.3679
ONI29058-ONI30726,2.0478
ONI29058-ONI27137,2.4887
ONI29058-ONI29728,2.6993
ONI29058-ONI35714,4.5027
ONI29058-ONH96536,2.0083
ONI29058-ONI34983,4.4454
ONI29058-ONI22333,4.471
ONI29058-ONH96513,2.07
ONI29058-ONI30433,4.5483
ONI06014-ONI00160,4.3602
ONI06014-ONH99244,4.3451
ONI06014-ONI11309,4.5234
ONI06014-ONI32305,3.9847
ONI06014-ONI09643,4.5306
ONI06014-ONH95363,4.4718
ONI06014-ONI17055,4.5451
ONI06014-ONI17510,2.5846
ONI06014-ONI11044,4.551
ONI06014-ONH95429,4.428
ONI06014-ONI30926,4.5867
ONI06014-ONI26865,4.4463
ONI06014-ONI20050,3.0581
ONI06014-ONI04921,4.6369
ONI06014-ONH94307,4.5254
ONI06014-ONI12073,4.5248
ONI06014-ONH92574,2.9314
ONI06014-ONI01448,4.624
ONI06014-ONI25472,2.6586
ONI06014-ONI20524,4.5568
ONI06014-ONH98763,3.5116
ONI06014-ONH89632,4.606
ONI06014-ONI35771,4.6215
ONI06014-ONI16883,4.6204
ONI06014-ONI03115,4.5474
ONI06014-ONI01193,4.5478
ONI06014-ONH98211,2.9476
ONI06014-ONH96339,2.5827
ONI06014-ONH97837,4.5767
ONI06014-ONH96891,4.3612
ONI06014-ONI19701,2.815
ONI06014-ONI19129,4.6193
ONI06014-ONI11923,1.7962
ONI06014-ONH92343,4.6089
ONI06014-ONI14197,6.2509
ONI06014-ONI08253,3.3861
ONI06014-ONH89725,4.4679
ONI06014-ONI22031,4.5812
ONI06014-ONH92510,3.4749
ONI06014-ONI17874,4.5726
ONI06014-ONH96390,4.5831
ONI06014-ONI08659,4.4263
ONI06014-ONI07181,2.2989
ONI06014-ONI34876,3.1572
ONI06014-ONI11936,4.5735
ONI06014-ONI08378,3.0657
ONI06014-ONI30925,2.6882
ONI06014-ONI04516,4.4613
ONI06014-ONI17179,3.1044
ONI06014-ONI23179,2.104
ONI06014-ONI26052,2.3388
ONI06014-ONH96625,4.4396
ONI06014-ONI08665,4.5992
ONI06014-ONH93475,2.4766
ONI06014-ONH96897,4.4571
ONI06014-ONI19087,2.2889
ONI06014-ONI32985,1.8863
ONI06014-ONH94185,4.6597
ONI06014-ONI02303,4.5807
ONI06014-ONH91625,4.6149
ONI06014-ONI09527,4.4348
ONI06014-ONI25428,5.1331
ONI06014-ONI09497,4.6808
ONI06014-ONI29838,4.5167
ONI06014-ONI20969,4.1703
ONI06014-ONI21063,1.852
ONI06014-ONI33045,4.5905
ONI06014-ONI35496,4.5333
ONI06014-ONI26704,3.2518
ONI06014-ONI05188,4.5248
ONI06014-ONI08999,2.4832
ONI06014-ONH94181,4.6172
ONI06014-ONI02240,4.0621
ONI06014-ONI19233,4.5522
ONI06014-ONI00156,4.3506
ONI06014-ONI33936,1.6922
ONI06014-ONI02010,2.4138
ONI06014-ONI18543,2.9218
ONI06014-ONH89832,4.587
ONI06014-ONI27715,4.569
ONI06014-ONI16070,4.6062
ONI06014-ONI19226,4.5487
ONI06014-ONI24232,2.4897
ONI06014-ONI18885,1.7948
ONI06014-ONI05194,4.5024
ONI06014-ONI22888,4.6258
ONI06014-ONI04225,4.404
ONI06014-ONI20060,2.738
ONI06014-ONI29870,4.6155
ONI06014-ONI10744,4.627
ONI06014-ONI26284,4.5938
ONI06014-ONH97838,5.5385
ONI06014-ONI24744,4.5952
ONI06014-ONI18127,4.5992
ONI06014-ONI10516,4.5168
ONI06014-ONH89643,3.6565
ONI06014-ONH96168,2.8386
ONI06014-ONI04721,4.527
ONI06014-ONI09895,3.2567
ONI06014-ONH89667,4.5302
ONI06014-ONI25090,4.374
ONI06014-ONI30726,4.4387
ONI06014-ONI27137,2.9458
ONI06014-ONI29728,4.5254
ONI06014-ONI35714,4.547
ONI06014-ONH96536,4.485
ONI06014-ONI34983,2.8773
ONI06014-ONI22333,4.554
ONI06014-ONH96513,4.5856
ONI06014-ONI30433,4.6312
ONI00160-ONH99244,4.4119
ONI00160-ONI11309,4.353
ONI00160-ONI32305,4.4029
ONI00160-ONI09643,4.378
ONI00160-ONH95363,4.3033
ONI00160-ONI17055,4.3973
ONI00160-ONI17510,2.6306
ONI00160-ONI11044,4.3915
ONI00160-ONH95429,4.3211
ONI00160-ONI30926,4.4979
ONI00160-ONI26865,2.9802
ONI00160-ONI20050,2.1544
ONI00160-ONI04921,3.525
ONI00160-ONH94307,4.3775
ONI00160-ONI12073,4.377
ONI00160-ONH92574,4.3702
ONI00160-ONI01448,2.299
ONI00160-ONI25472,2.3122
ONI00160-ONI20524,4.4017
ONI00160-ONH98763,4.4308
ONI00160-ONH89632,2.0627
ONI00160-ONI35771,4.0595
ONI00160-ONI16883,4.4178
ONI00160-ONI03115,4.3691
ONI00160-ONI01193,4.3805
ONI00160-ONH98211,4.4068
ONI00160-ONH96339,2.1209
ONI00160-ONH97837,4.3772
ONI00160-ONH96891,2.5286
ONI00160-ONI19701,2.1147
ONI00160-ONI19129,1.8088
ONI00160-ONI11923,2.0223
ONI00160-ONH92343,2.0644
ONI00160-ONI14197,2.7115
ONI00160-ONI08253,4.416
ONI00160-ONH89725,4.3513
ONI00160-ONI22031,2.2901
ONI00160-ONH92510,4.3852
ONI00160-ONI17874,4.3959
ONI00160-ONH96390,4.4258
ONI00160-ONI08659,3.0965
ONI00160-ONI07181,2.2073
ONI00160-ONI34876,2.8384
ONI00160-ONI11936,4.4027
ONI00160-ONI08378,2.7686
ONI00160-ONI30925,4.4279
ONI00160-ONI04516,2.801
ONI00160-ONI17179,2.8134
ONI00160-ONI23179,4.412
ONI00160-ONI26052,4.409
ONI00160-ONH96625,4.377
ONI00160-ONI08665,4.3953
ONI00160-ONH93475,3.2998
ONI00160-ONH96897,2.5345
ONI00160-ONI19087,2.0635
ONI00160-ONI32985,4.4255
ONI00160-ONH94185,4.3755
ONI00160-ONI02303,4.3807
ONI00160-ONH91625,4.4591
ONI00160-ONI09527,1.8062
ONI00160-ONI25428,2.795
ONI00160-ONI09497,1.9319
ONI00160-ONI29838,4.3365
ONI00160-ONI20969,1.7542
ONI00160-ONI21063,4.3684
ONI00160-ONI33045,2.7657
ONI00160-ONI35496,4.407
ONI00160-ONI26704,4.4213
ONI00160-ONI05188,4.3803
ONI00160-ONI08999,4.4043
ONI00160-ONH94181,4.4028
ONI00160-ONI02240,4.3854
ONI00160-ONI19233,2.3685
ONI00160-ONI00156,4.3676
ONI00160-ONI33936,2.713
ONI00160-ONI02010,2.9684
ONI00160-ONI18543,3.2003
ONI00160-ONH89832,3.4424
ONI00160-ONI27715,4.4201
ONI00160-ONI16070,4.3914
ONI00160-ONI19226,1.8129
ONI00160-ONI24232,1.9339
ONI00160-ONI18885,3.483
ONI00160-ONI05194,2.9981
ONI00160-ONI22888,4.3866
ONI00160-ONI04225,2.2735
ONI00160-ONI20060,2.5794
ONI00160-ONI29870,3.6288
ONI00160-ONI10744,4.4091
ONI00160-ONI26284,1.8345
ONI00160-ONH97838,4.3941
ONI00160-ONI24744,4.4283
ONI00160-ONI18127,4.3982
ONI00160-ONI10516,4.4177
ONI00160-ONH89643,1.9057
ONI00160-ONH96168,4.3709
ONI00160-ONI04721,3.0907
ONI00160-ONI09895,3.3351
ONI00160-ONH89667,3.2448
ONI00160-ONI25090,4.3786
ONI00160-ONI30726,1.9481
ONI00160-ONI27137,1.9187
ONI00160-ONI29728,3.0709
ONI00160-ONI35714,4.4055
ONI00160-ONH96536,4.387
ONI00160-ONI34983,4.3943
ONI00160-ONI22333,2.6292
ONI00160-ONH96513,4.3923
ONI00160-ONI30433,4.4018
ONH99244-ONI11309,4.3027
ONH99244-ONI32305,4.3749
ONH99244-ONI09643,2.5988
ONH99244-ONH95363,1.7913
ONH99244-ONI17055,2.0833
ONH99244-ONI17510,4.3679
ONH99244-ONI11044,4.4082
ONH99244-ONH95429,1.7589
ONH99244-ONI30926,3.289
ONH99244-ONI26865,4.3807
ONH99244-ONI20050,4.3546
ONH99244-ONI04921,2.8447
ONH99244-ONH94307,4.3511
ONH99244-ONI12073,2.151
ONH99244-ONH92574,4.3287
ONH99244-ONI01448,3.0489
ONH99244-ONI25472,3.2209
ONH99244-ONI20524,4.3908
ONH99244-ONH98763,2.0198
ONH99244-ONH89632,4.4001
ONH99244-ONI35771,4.3824
ONH99244-ONI16883,2.9526
ONH99244-ONI03115,3.0861
ONH99244-ONI01193,2.2688
ONH99244-ONH98211,2.8905
ONH99244-ONH96339,2.6832
ONH99244-ONH97837,4.3522
ONH99244-ONH96891,4.3593
ONH99244-ONI19701,2.7586
ONH99244-ONI19129,2.0434
ONH99244-ONI11923,2.6944
ONH99244-ONH92343,3.6119
ONH99244-ONI14197,2.6535
ONH99244-ONI08253,4.39
ONH99244-ONH89725,3.1991
ONH99244-ONI22031,3.3957
ONH99244-ONH92510,2.0072
ONH99244-ONI17874,4.656
ONH99244-ONH96390,2.4258
ONH99244-ONI08659,4.3511
ONH99244-ONI07181,2.2443
ONH99244-ONI34876,1.9461
ONH99244-ONI11936,1.8092
ONH99244-ONI08378,1.9442
ONH99244-ONI30925,2.1776
ONH99244-ONI04516,3.2734
ONH99244-ONI17179,2.366
ONH99244-ONI23179,2.9092
ONH99244-ONI26052,2.8009
ONH99244-ONH96625,2.2477
ONH99244-ONI08665,2.7522
ONH99244-ONH93475,2.3566
ONH99244-ONH96897,4.3987
ONH99244-ONI19087,4.3835
ONH99244-ONI32985,4.3631
ONH99244-ONH94185,2.4606
ONH99244-ONI02303,2.1599
ONH99244-ONH91625,5.6417
ONH99244-ONI09527,1.8796
ONH99244-ONI25428,1.9778
ONH99244-ONI09497,2.623
ONH99244-ONI29838,1.8833
ONH99244-ONI20969,5.0073
ONH99244-ONI21063,4.3539
ONH99244-ONI33045,2.063
ONH99244-ONI35496,4.4044
ONH99244-ONI26704,4.3846
ONH99244-ONI05188,2.7066
ONH99244-ONI08999,4.3953
ONH99244-ONH94181,4.3773
ONH99244-ONI02240,4.3824
ONH99244-ONI19233,4.3689
ONH99244-ONI00156,3.4229
ONH99244-ONI33936,2.1752
ONH99244-ONI02010,4.4083
ONH99244-ONI18543,4.3632
ONH99244-ONH89832,2.2615
ONH99244-ONI27715,2.0827
ONH99244-ONI16070,4.3519
ONH99244-ONI19226,2.4134
ONH99244-ONI24232,3.3774
ONH99244-ONI18885,4.3886
ONH99244-ONI05194,2.2945
ONH99244-ONI22888,2.4133
ONH99244-ONI04225,4.397
ONH99244-ONI20060,2.3222
ONH99244-ONI29870,2.8493
ONH99244-ONI10744,4.3855
ONH99244-ONI26284,3.6347
ONH99244-ONH97838,2.0714
ONH99244-ONI24744,2.0906
ONH99244-ONI18127,2.5115
ONH99244-ONI10516,4.3848
ONH99244-ONH89643,2.5723
ONH99244-ONH96168,4.3726
ONH99244-ONI04721,1.8975
ONH99244-ONI09895,1.8353
ONH99244-ONH89667,4.3653
ONH99244-ONI25090,1.583
ONH99244-ONI30726,4.5853
ONH99244-ONI27137,3.8069
ONH99244-ONI29728,2.315
ONH99244-ONI35714,2.6948
ONH99244-ONH96536,4.3692
ONH99244-ONI34983,2.493
ONH99244-ONI22333,3.7262
ONH99244-ONH96513,4.3677
ONH99244-ONI30433,2.2405
ONI11309-ONI32305,4.4749
ONI11309-ONI09643,4.4922
ONI11309-ONH95363,4.4297
ONI11309-ONI17055,2.7947
ONI11309-ONI17510,4.3619
ONI11309-ONI11044,4.5064
ONI11309-ONH95429,4.4215
ONI11309-ONI30926,4.5935
ONI11309-ONI26865,4.4361
ONI11309-ONI20050,4.4937
ONI11309-ONI04921,3.5168
ONI11309-ONH94307,5.9331
ONI11309-ONI12073,4.5274
ONI11309-ONH92574,4.4499
ONI11309-ONI01448,3.7354
ONI11309-ONI25472,4.513
ONI11309-ONI20524,4.5488
ONI11309-ONH98763,4.5584
ONI11309-ONH89632,4.508
ONI11309-ONI35771,4.5644
ONI11309-ONI16883,3.5994
ONI11309-ONI03115,4.5452
ONI11309-ONI01193,4.5727
ONI11309-ONH98211,2.7044
ONI11309-ONH96339,4.5995
ONI11309-ONH97837,4.6065
ONI11309-ONH96891,4.3681
ONI11309-ONI19701,4.5512
ONI11309-ONI19129,3.0525
ONI11309-ONI11923,4.3776
ONI11309-ONH92343,4.5356
ONI11309-ONI14197,4.4744
ONI11309-ONI08253,4.6561
ONI11309-ONH89725,4.4047
ONI11309-ONI22031,4.5415
ONI11309-ONH92510,4.5621
ONI11309-ONI17874,4.5906
ONI11309-ONH96390,2.2791
ONI11309-ONI08659,4.3792
ONI11309-ONI07181,2.6214
ONI11309-ONI34876,5.0911
ONI11309-ONI11936,4.5947
ONI11309-ONI08378,4.0684
ONI11309-ONI30925,4.5677
ONI11309-ONI04516,4.4745
ONI11309-ONI17179,3.5198
ONI11309-ONI23179,2.4798
ONI11309-ONI26052,4.4671
ONI11309-ONH96625,4.4377
ONI11309-ONI08665,4.5684
ONI11309-ONH93475,2.0307
ONI11309-ONH96897,2.3507
ONI11309-ONI19087,2.71
ONI11309-ONI32985,4.4908
ONI11309-ONH94185,4.6038
ONI11309-ONI02303,4.5619
ONI11309-ONH91625,4.568
ONI11309-ONI09527,4.4309
ONI11309-ONI25428,2.8512
ONI11309-ONI09497,2.9909
ONI11309-ONI29838,4.4811
ONI11309-ONI20969,4.4749
ONI11309-ONI21063,4.5639
ONI11309-ONI33045,4.5508
ONI11309-ONI35496,4.5443
ONI11309-ONI26704,4.5505
ONI11309-ONI05188,4.5354
ONI11309-ONI08999,4.6498
ONI11309-ONH94181,4.0731
ONI11309-ONI02240,4.6228
ONI11309-ONI19233,4.5184
ONI11309-ONI00156,4.3798
ONI11309-ONI33936,4.5292
ONI11309-ONI02010,4.6463
ONI11309-ONI18543,4.3525
ONI11309-ONH89832,2.8608
ONI11309-ONI27715,4.6126
ONI11309-ONI16070,4.5708
ONI11309-ONI19226,4.5054
ONI11309-ONI24232,4.5949
ONI11309-ONI18885,4.5656
ONI11309-ONI05194,4.4603
ONI11309-ONI22888,4.5714
ONI11309-ONI04225,4.3955
ONI11309-ONI20060,2.3339
ONI11309-ONI29870,4.5799
ONI11309-ONI10744,4.5886
ONI11309-ONI26284,4.5581
ONI11309-ONH97838,4.6316
ONI11309-ONI24744,3.0701
ONI11309-ONI18127,4.6367
ONI11309-ONI10516,3.4425
ONI11309-ONH89643,4.4409
ONI11309-ONH96168,4.4635
ONI11309-ONI04721,2.5533
ONI11309-ONI09895,3.8877
ONI11309-ONH89667,4.4825
ONI11309-ONI25090,4.3803
ONI11309-ONI30726,4.4428
ONI11309-ONI27137,4.5937
ONI11309-ONI29728,4.5092
ONI11309-ONI35714,4.5422
ONI11309-ONH96536,4.4557
ONI11309-ONI34983,4.1329
ONI11309-ONI22333,4.47
ONI11309-ONH96513,4.5529
ONI11309-ONI30433,4.6558
ONI32305-ONI09643,4.5602
ONI32305-ONH95363,4.5144
ONI32305-ONI17055,4.5513
ONI32305-ONI17510,2.0585
ONI32305-ONI11044,4.549
ONI32305-ONH95429,2.4399
ONI32305-ONI30926,2.3618
ONI32305-ONI26865,4.4707
ONI32305-ONI20050,4.5402
ONI32305-ONI04921,2.4717
ONI32305-ONH94307,4.5308
ONI32305-ONI12073,3.0634
ONI32305-ONH92574,4.5158
ONI32305-ONI01448,4.5502
ONI32305-ONI25472,4.5048
ONI32305-ONI20524,4.6184
ONI32305-ONH98763,4.648
ONI32305-ONH89632,4.6433
ONI32305-ONI35771,3.3452
ONI32305-ONI16883,2.6893
ONI32305-ONI03115,4.5142
ONI32305-ONI01193,4.612
ONI32305-ONH98211,2.346
ONI32305-ONH96339,4.6449
ONI32305-ONH97837,4.5176
ONI32305-ONH96891,2.514
ONI32305-ONI19701,2.436
ONI32305-ONI19129,4.548
ONI32305-ONI11923,4.4455
ONI32305-ONH92343,1.9434
ONI32305-ONI14197,4.5429
ONI32305-ONI08253,5.2682
ONI32305-ONH89725,3.5168
ONI32305-ONI22031,4.4933
ONI32305-ONH92510,4.5279
ONI32305-ONI17874,2.8374
ONI32305-ONH96390,4.5607
ONI32305-ONI08659,4.4249
ONI32305-ONI07181,2.0346
ONI32305-ONI34876,4.5069
ONI32305-ONI11936,4.6368
ONI32305-ONI08378,3.1271
ONI32305-ONI30925,3.8057
ONI32305-ONI04516,4.4891
ONI32305-ONI17179,4.5821
ONI32305-ONI23179,4.5936
ONI32305-ONI26052,1.943
ONI32305-ONH96625,2.23
ONI32305-ONI08665,4.5965
ONI32305-ONH93475,4.6285
ONI32305-ONH96897,4.5026
ONI32305-ONI19087,2.6335
ONI32305-ONI32985,4.5778
ONI32305-ONH94185,2.7721
ONI32305-ONI02303,4.5254
ONI32305-ONH91625,2.7093
ONI32305-ONI09527,3.2869
ONI32305-ONI25428,4.6389
ONI32305-ONI09497,4.6783
ONI32305-ONI29838,2.6728
ONI32305-ONI20969,4.5382
ONI32305-ONI21063,4.6996
ONI32305-ONI33045,2.7027
ONI32305-ONI35496,4.5925
ONI32305-ONI26704,4.6313
ONI32305-ONI05188,4.6156
ONI32305-ONI08999,4.6397
ONI32305-ONH94181,4.6471
ONI32305-ONI02240,3.5679
ONI32305-ONI19233,4.5681
ONI32305-ONI00156,2.3058
ONI32305-ONI33936,4.4516
ONI32305-ONI02010,4.5537
ONI32305-ONI18543,2.9404
ONI32305-ONH89832,4.5427
ONI32305-ONI27715,2.3901
ONI32305-ONI16070,4.6246
ONI32305-ONI19226,3.273
ONI32305-ONI24232,2.6263
ONI32305-ONI18885,4.6225
ONI32305-ONI05194,3.552
ONI32305-ONI22888,4.6408
ONI32305-ONI04225,4.4392
ONI32305-ONI20060,4.6451
ONI32305-ONI29870,4.6449
ONI32305-ONI10744,4.6382
ONI32305-ONI26284,2.2655
ONI32305-ONH97838,4.5306
ONI32305-ONI24744,4.5457
ONI32305-ONI18127,4.9378
ONI32305-ONI10516,4.5847
ONI32305-ONH89643,2.2547
ONI32305-ONH96168,4.5393
ONI32305-ONI04721,4.4857
ONI32305-ONI09895,1.6591
ONI32305-ONH89667,4.5107
ONI32305-ONI25090,4.3791
ONI32305-ONI30726,4.4647
ONI32305-ONI27137,2.2351
ONI32305-ONI29728,2.5239
ONI32305-ONI35714,2.7778
ONI32305-ONH96536,4.5043
ONI32305-ONI34983,4.4307
ONI32305-ONI22333,4.536
ONI32305-ONH96513,4.5662
ONI32305-ONI30433,1.9765
ONI09643-ONH95363,4.4905
ONI09643-ONI17055,4.4562
ONI09643-ONI17510,2.4229
ONI09643-ONI11044,2.7023
ONI09643-ONH95429,4.4572
ONI09643-ONI30926,4.557
ONI09643-ONI26865,4.4462
ONI09643-ONI20050,3.1581
ONI09643-ONI04921,4.5803
ONI09643-ONH94307,4.4714
ONI09643-ONI12073,4.4958
ONI09643-ONH92574,4.5605
ONI09643-ONI01448,4.4735
ONI09643-ONI25472,4.5284
ONI09643-ONI20524,4.5426
ONI09643-ONH98763,4.5459
ONI09643-ONH89632,4.5568
ONI09643-ONI35771,4.541
ONI09643-ONI16883,3.0062
ONI09643-ONI03115,4.6
ONI09643-ONI01193,4.5489
ONI09643-ONH98211,4.5275
ONI09643-ONH96339,4.5711
ONI09643-ONH97837,4.0273
ONI09643-ONH96891,3.9129
ONI09643-ONI19701,4.491
ONI09643-ONI19129,3.5605
ONI09643-ONI11923,2.7776
ONI09643-ONH92343,2.8351
ONI09643-ONI14197,4.5237
ONI09643-ONI08253,3.1699
ONI09643-ONH89725,4.4485
ONI09643-ONI22031,4.5239
ONI09643-ONH92510,3.3574
ONI09643-ONI17874,4.444
ONI09643-ONH96390,4.4542
ONI09643-ONI08659,4.4112
ONI09643-ONI07181,4.4562
ONI09643-ONI34876,4.5152
ONI09643-ONI11936,4.5374
ONI09643-ONI08378,2.0446
ONI09643-ONI30925,3.8217
ONI09643-ONI04516,2.2901
ONI09643-ONI17179,4.5299
ONI09643-ONI23179,4.5767
ONI09643-ONI26052,2.2782
ONI09643-ONH96625,3.3711
ONI09643-ONI08665,4.5416
ONI09643-ONH93475,4.5137
ONI09643-ONH96897,4.4724
ONI09643-ONI19087,1.8231
ONI09643-ONI32985,3.4899
ONI09643-ONH94185,3.2702
ONI09643-ONI02303,4.5015
ONI09643-ONH91625,3.2158
ONI09643-ONI09527,2.7087
ONI09643-ONI25428,4.5573
ONI09643-ONI09497,4.5684
ONI09643-ONI29838,4.5287
ONI09643-ONI20969,4.4603
ONI09643-ONI21063,4.5438
ONI09643-ONI33045,4.4846
ONI09643-ONI35496,4.5623
ONI09643-ONI26704,4.5713
ONI09643-ONI05188,4.5666
ONI09643-ONI08999,4.553
ONI09643-ONH94181,4.5595
ONI09643-ONI02240,4.5275
ONI09643-ONI19233,4.5556
ONI09643-ONI00156,4.3913
ONI09643-ONI33936,4.5717
ONI09643-ONI02010,4.4432
ONI09643-ONI18543,4.5402
ONI09643-ONH89832,4.5339
ONI09643-ONI27715,4.5644
ONI09643-ONI16070,4.5141
ONI09643-ONI19226,4.5732
ONI09643-ONI24232,4.5418
ONI09643-ONI18885,4.5675
ONI09643-ONI05194,4.5545
ONI09643-ONI22888,4.5347
